eatery_name,eatery_address,eatery_rating,eatery_city
The Reserve Restaurant,"649 Bridge Rd, Richmond VIC 3121, Australia",2.4,RICHMOND
Cochin Wine Bar & Restaurant,"256 Swan St, Richmond VIC 3121, Australia",4.7,RICHMOND
Salona,"260A Swan St, Richmond VIC 3121, Australia",4.7,RICHMOND
Mezzett Restaurant Bar,"96 Swan St, Richmond VIC 3121, Australia",0.0,RICHMOND
Riché - Cafe Richmond,"3/189 Bridge Rd, Richmond VIC 3121, Australia",4.8,RICHMOND
Feast of Merit,"117 Swan St, Richmond VIC 3121, Australia",4.2,RICHMOND
Niche On Bridge,"571 Bridge Rd, Richmond VIC 3121, Australia",4.5,RICHMOND
Minamishima,"4 Lord St, Richmond VIC 3121, Australia",4.7,RICHMOND
Ostēr,"76-78 Bridge Rd, Richmond VIC 3121, Australia",4.7,RICHMOND
Noir,"175 Swan St, Richmond VIC 3121, Australia",4.4,RICHMOND
JAMU,"1 Palmer St, Richmond VIC 3121, Australia",4.5,RICHMOND
Reunion & Co,"472 Bridge Rd, Richmond VIC 3121, Australia",4.4,RICHMOND
The Piano Thai Restaurant & Bar,"18-20 Bridge Rd, Richmond VIC 3121, Australia",4.2,RICHMOND
Touchwood,"480 Bridge Rd, Richmond VIC 3121, Australia",4.3,RICHMOND
Fina's Vegan Restaurant - Richmond,"268 Victoria St, Richmond VIC 3121, Australia",4.6,RICHMOND
Caddie,"167 Swan St, Richmond VIC 3121, Australia",4.5,RICHMOND
Top Paddock Cafe,"658 Church St, Richmond VIC 3121, Australia",4.3,RICHMOND
Demitri's Feast,"141 Swan St, Richmond VIC 3121, Australia",4.7,RICHMOND
Hendri's Cafe,"71 Church St, Richmond VIC 3121, Australia",4.9,RICHMOND
ONDA Bar & Eatery,"280 Bridge Rd, Richmond VIC 3121, Australia",4.4,RICHMOND
OTree Restaurant & Receptions,"2 Victoria Rd, Lilydale VIC 3140, Australia",4.6,LILYDALE
The Valley Restaurant @ The International Lilydale,"471 Maroondah Hwy, Lilydale VIC 3140, Australia",3.9,LILYDALE
Hutch & Co Cafe,"251 Main St, Lilydale VIC 3140, Australia",4.5,LILYDALE
Bom Gosto Restaurant & Cafe,"11 Castella St, Lilydale VIC 3140, Australia",4.2,LILYDALE
Hok's Cafe & Restaurant,"236 Main St, Lilydale VIC 3140, Australia",4.7,LILYDALE
Tiantian Kitchen Chinese Restaurant(Lilydale),"4/5-7 Clarke St, Lilydale VIC 3140, Australia",3.9,LILYDALE
L'Auberge French Café,"42 Castella St, Lilydale VIC 3140, Australia",4.4,LILYDALE
Mitchell's View Restaurant,"1 Jarlo Drive, Lilydale VIC 3140, Australia",5.0,LILYDALE
the Lilydale General,"110 Beresford Rd, Lilydale VIC 3140, Australia",4.3,LILYDALE
Yarra Valley Smokery,"96 Main St, Lilydale VIC 3140, Australia",4.8,LILYDALE
Round Bird Can't Fly,"170 Main St, Lilydale VIC 3140, Australia",4.4,LILYDALE
Blue Turtle Cafe,"222 Main St, Lilydale VIC 3140, Australia",4.4,LILYDALE
Bean Seen Cafe,"178 Main St, Lilydale VIC 3140, Australia",4.4,LILYDALE
enTHAIced Thai Restaurant Lilydale,"20-22 Castella St, Lilydale VIC 3140, Australia",4.5,LILYDALE
Royal Time Indian Restaurant,"Shop 1 & 2, 260 Main St, Lilydale VIC 3140, Australia",4.3,LILYDALE
Gracious GRACE,"Castella St, Lilydale VIC 3140, Australia",4.2,LILYDALE
Hendriks,"54 John St, Lilydale VIC 3140, Australia",4.0,LILYDALE
Point of View Cafe,"Lilydale Lakeside, Jarlo Drive, Lilydale VIC 3140, Australia",3.1,LILYDALE
Isshin Japanese House Lilydale,"208 Main St, Lilydale VIC 3140, Australia",4.2,LILYDALE
Lilydale Lakeside Sutdent Cafe,"BUILDING LB LC, 40/50 Melba Ave, Lilydale VIC 3140, Australia",0.0,LILYDALE
Empress King Garden Chinese Restaurant,"160 Scott St, Warracknabeal VIC 3393, Australia",3.6,WARRACKNABEAL
The Creekside Hotel Warracknabeal,"4 Scott St, Warracknabeal VIC 3393, Australia",4.4,WARRACKNABEAL
Cafe Pharmacino,"106-108 Scott St, Warracknabeal VIC 3393, Australia",0.0,WARRACKNABEAL
Cafe Peppercorn,"122 Scott St, Warracknabeal VIC 3393, Australia",4.4,WARRACKNABEAL
Down Town Takeaway,"77 Scott St, Warracknabeal VIC 3393, Australia",4.0,WARRACKNABEAL
MKS Warracknabeal Kebab & Pizza,"167 Scott St, Warracknabeal VIC 3393, Australia",4.4,WARRACKNABEAL
Jim's Cafe & Take Away,"88 Scott St, Warracknabeal VIC 3393, Australia",4.3,WARRACKNABEAL
